,created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
1725,Fri Jun 18 20:20:14 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",0.09375,0.28125,en,150.0,93.0,unoankh,3008,4577,,"[{'text': 'COVID19', 'indices': [14, 22]}]",,EARTH 
1726,Fri Jun 18 20:20:16 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,,,golfball71,2,76,False,,[],
1727,Fri Jun 18 20:20:20 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Families who have been displaced from their homes have even less protection against #covid19. #Africa is on the brink of a third wave. #G7 leaders must follow through on their promise of donating 1bn #vaccines - immediately. https://t.co/CaURHKxXU3,-0.08333333333333333,0.03333333333333333,en,4.0,2.0,ShelterBoxNZ,821,1404,,"[{'text': 'covid19', 'indices': [84, 92]}, {'text': 'Africa', 'indices': [94, 101]}, {'text': 'G7', 'indices': [135, 138]}, {'text': 'vaccines', 'indices': [200, 209]}]",,Dunedin - New Zealand
1728,Fri Jun 18 20:20:21 +0000 2021,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>",Families who have been displaced from their homes have even less protection against #covid19. #Africa is on the brink of a third wave. #G7 leaders must follow through on their promise of donating 1bn #vaccines - immediately. https://t.co/CaURHKxXU3,-0.08333333333333333,0.03333333333333333,en,4.0,3.0,viralvideovlogs,6857,4582,,"[{'text': 'covid19', 'indices': [84, 92]}, {'text': 'Africa', 'indices': [94, 101]}, {'text': 'G7', 'indices': [135, 138]}, {'text': 'vaccines', 'indices': [200, 209]}]",,കേരളം
1729,Fri Jun 18 20:20:26 +0000 2021,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Ex-British and Irish Lions captain Sam Warburton says the lack of Test matches played by South Africa during the coronavirus pandemic can give the tourists the edge in the summer.

📹https://t.co/9IFHWDCqb8 https://t.co/gClVWL26wo",0.0,0.0,en,0.0,1.0,BBCScrumV,134098,855,,[],,Wales
1730,Fri Jun 18 20:20:35 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa. https://t.co/sOgIroihOc",0.13333333333333333,0.4555555555555556,en,391.0,190.0,NorthSeaMermaid,763,1278,,[],,London
1731,Fri Jun 18 20:20:41 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,TheWorldExplor3,8,293,False,,[],
1732,Fri Jun 18 20:20:47 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",The greatest political failure of our generation. Millions will die because Germany and UK want to preserve patents on vaccines that were developed with up to 97% funding from taxpayers. Even AZ will make profits in Africa. @MoetiTshidi,0.19583333333333333,0.425,en,193.0,111.0,DianeFirestoker,369,1189,,[],,
1733,Fri Jun 18 20:20:59 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,cipibel,1730,954,,,,Belgium
1734,Fri Jun 18 20:21:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,2.0,2.0,ossfy03,402,1717,,,,"Klerksdorp, South Africa"
1735,Fri Jun 18 20:21:09 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,YourWorldEvent1,22,1216,False,,[],Germany
1736,Fri Jun 18 20:21:12 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,mturg1989,454,2011,,,"[{'screen_name': 'SKGov', 'name': 'Government of Saskatchewan', 'id': 281756281, 'id_str': '281756281', 'indices': [100, 106]}]","Winnipeg, Manitoba"
1737,Fri Jun 18 20:21:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Families who have been displaced from their homes have even less protection against #covid19. #Africa is on the brink of a third wave. #G7 leaders must follow through on their promise of donating 1bn #vaccines - immediately. https://t.co/CaURHKxXU3,-0.08333333333333333,0.03333333333333333,en,5.0,4.0,JimBobReturns,2614,4838,,"[{'text': 'covid19', 'indices': [84, 92]}, {'text': 'Africa', 'indices': [94, 101]}, {'text': 'G7', 'indices': [135, 138]}, {'text': 'vaccines', 'indices': [200, 209]}]",,
1738,Fri Jun 18 20:21:42 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,1.0,1.0,RahbeeMolefe,2331,2015,,,,Krugersdorp/Sandton
1739,Fri Jun 18 20:21:46 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Beware of the false prophets (Profits) of this Pandemic. Dr Eric Feigl-Ding says: 1% of kids in with #DeltaVarient are hospitalized in the UK. Yet, the latest UK BMJ journal refutes this saying ""The number of children in the Hospital with Covid remains very low"" -June 13th. https://t.co/0eX5bduNvo",0.02499999999999998,0.4725,en,17.0,3.0,maryfbex,51,1072,,"[{'text': 'DeltaVarient', 'indices': [101, 114]}]",,
1740,Fri Jun 18 20:21:53 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID.  I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines. https://t.co/2PAtFYkyUZ https://t.co/WcVq32s9WD",3.7007434154171876e-17,0.6333333333333334,en,571.0,376.0,deRbYdaStuntMaN,896,867,,[],,Earth
1741,Fri Jun 18 20:21:54 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",0.1590909090909091,0.6136363636363636,en,39.0,32.0,Pandy_Ru,4077,775,,"[{'text': 'coronavirus', 'indices': [37, 49]}]",,South Africa
1742,Fri Jun 18 20:21:58 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","**BIG NEWS**: Up to 25,800 may have been killed by the COVID vaccine.  I bet that this is a lower bound on the number killed by the ""safe and effective"" vaccines. Why isn't anyone at the CDC or FDA warning the American public of the danger in the meantime??https://t.co/105gLDEAmQ",0.1,0.2095238095238095,en,794.0,449.0,JohnMarcmail,3033,4996,,[],,UK
1743,Fri Jun 18 20:22:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,en,,,PuneUpdater,88,0,,,[],
1745,Fri Jun 18 20:22:14 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","""Can I be fired if I don’t get vaccinated?"" 

""Can I ask my employee to get vaccinated?"" 

These were some questions people around me were debating, so I asked experts about #vaccines and the workplace: https://t.co/KEglIrEPWB #COVID19 @TorontoStar",0.0,0.0,en,17.0,9.0,theresaboyle,22394,3673,,"[{'text': 'vaccines', 'indices': [174, 183]}, {'text': 'COVID19', 'indices': [227, 235]}]",,"Toronto, Ontario, Canada"
1746,Fri Jun 18 20:22:21 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,SaveTheWorldSa1,388,556,,,"[{'screen_name': 'City_Press', 'name': 'City Press', 'id': 44310665, 'id_str': '44310665', 'indices': [0, 11]}, {'screen_name': 'SwedishPM', 'name': 'SwedishPM', 'id': 747426555417198592, 'id_str': '747426555417198592', 'indices': [79, 89]}, {'screen_name': 'FinlandUN', 'name': ""Finland's Mission to the UN 🇫🇮🇺🇳"", 'id': 820527488, 'id_str': '820527488', 'indices': [90, 100]}, {'screen_name': 'RTErdogan', 'name': 'Recep Tayyip Erdoğan', 'id': 68034431, 'id_str': '68034431', 'indices': [101, 111]}, {'screen_name': 'BorisJohnson', 'name': 'Boris Johnson', 'id': 3131144855, 'id_str': '3131144855', 'indices': [112, 125]}, {'screen_name': 'EmmanuelMacron', 'name': 'Emmanuel Macron', 'id': 1976143068, 'id_str': '1976143068', 'indices': [126, 141]}, {'screen_name': 'ScottMorrisonMP', 'name': 'Scott Morrison', 'id': 34116377, 'id_str': '34116377', 'indices': [142, 158]}, {'screen_name': 'jacindaardern', 'name': 'Jacinda Ardern', 'id': 22959763, 'id_str': '22959763', 'indices': [160, 174]}, {'screen_name': 'CyrilRamaphosa', 'name': 'Cyril Ramaphosa 🇿🇦 #StaySafe', 'id': 2987156301, 'id_str': '2987156301', 'indices': [175, 190]}, {'screen_name': 'MbalulaFikile', 'name': '|Mr Fix', 'id': 2382362052, 'id_str': '2382362052', 'indices': [191, 205]}, {'screen_name': 'RonaldLamola', 'name': 'Minister of Justice and Correctional Services 🇿🇦', 'id': 1053722513979686917, 'id_str': '1053722513979686917', 'indices': [206, 219]}, {'screen_name': 'McebisiJonas', 'name': 'Mcebisi Jonas', 'id': 965878297400938496, 'id_str': '965878297400938496', 'indices': [220, 233]}, {'screen_name': 'MasekoThembaJ', 'name': 'Themba Maseko', 'id': 102391944, 'id_str': '102391944', 'indices': [234, 248]}, {'screen_name': 'GwedeMantashe1', 'name': 'Gwede Mantashe', 'id': 1585493839, 'id_str': '1585493839', 'indices': [249, 264]}, {'screen_name': 'DlaminiZuma', 'name': 'Dr Dlamini Zuma', 'id': 2942978628, 'id_str': '2942978628', 'indices': [265, 277]}, {'screen_name': 'tito_mboweni', 'name': 'Tito Mboweni', 'id': 855262092, 'id_str': '855262092', 'indices': [278, 291]}]",
1747,Fri Jun 18 20:22:25 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21 and the coming one world government, a New World Order.",0.24318181818181814,0.5022727272727273,en,60.0,22.0,KingOfWrong,4203,4410,,[],,City of London
1748,Fri Jun 18 20:22:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Africa is in the midst of a full-blown third wave,"" @MoetiTshidi said. ""The sobering trajectory of surging cases should draw everyone to urgent action. 

“We've seen, in India and elsewhere, how quickly Covid-19 can rebound and overwhelm health systems""
https://t.co/CemRZeIDYr",0.14444444444444446,0.2,en,279.0,254.0,Kenecia__,158,368,,[],,
1749,Fri Jun 18 20:22:40 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",0.09375,0.28125,en,150.0,94.0,CatherineZhang,414,1232,,"[{'text': 'COVID19', 'indices': [14, 22]}]",,
1750,Fri Jun 18 20:22:41 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Tonight, we reached the 200,000 💉mark, as another 20,000 #COVID19 vaccines touched down in Nadi. These form part of the 1 million committed safe &amp; effective 🇦🇺-made #AstraZeneca vaccines to our 🇫🇯 #vuvale. Vinaka to all who help make this happen. #TeamFiji #TogetherWeCan https://t.co/toWWBoloGB",0.3148148148148148,0.5296296296296297,en,254.0,64.0,nasawanakid,19,501,,"[{'text': 'COVID19', 'indices': [57, 65]}, {'text': 'AstraZeneca', 'indices': [169, 181]}, {'text': 'vuvale', 'indices': [201, 208]}, {'text': 'TeamFiji', 'indices': [251, 260]}, {'text': 'TogetherWeCan', 'indices': [261, 275]}]",,Savusavu  Fiji
1751,Fri Jun 18 20:22:46 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21 and the coming one world government, a New World Order.",0.24318181818181814,0.5022727272727273,en,61.0,23.0,jacoslapbass,213,1333,,[],,
1752,Fri Jun 18 20:23:05 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",0.1958333333333333,0.2875,en,135.0,119.0,SfpLouise,2838,5005,,"[{'text': 'COVID19', 'indices': [187, 195]}]",,"South West, England"
1753,Fri Jun 18 20:23:07 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.4555555555555556,en,393.0,191.0,AlisonCarrick1,954,1450,,[],,European Union
1754,Fri Jun 18 20:23:11 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.4555555555555556,en,394.0,192.0,SfpLouise,2838,5005,,[],,"South West, England"
1755,Fri Jun 18 20:23:22 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Africa, Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22",0.125,0.325,en,72.0,59.0,HesperusThinks,388,848,,"[{'text': 'COVID19', 'indices': [107, 115]}, {'text': 'Africa', 'indices': [125, 132]}]",,
1756,Fri Jun 18 20:23:27 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","👇👇👇

""People are free to believe that #COVID19 is a hoax, and to argue that vaccines are a plot...but there is no constitutional right to put other people’s health at risk. As such, there are places where you should not work unless you are vaccinated.""

https://t.co/xiVWoCtRfP",0.14017857142857146,0.5526785714285715,en,214.0,46.0,LeslieMaggie,4351,4968,,"[{'text': 'COVID19', 'indices': [38, 46]}]",,
1757,Fri Jun 18 20:23:35 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,180.0,116.0,professor_hess,117,948,False,,,san diego via phila
1758,Fri Jun 18 20:23:36 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,1.0,2.0,Augo_TheDuchess,864,257,,,,"Pretoria, South Africa"
1759,Fri Jun 18 20:23:40 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.4555555555555556,en,394.0,193.0,HesperusThinks,388,848,,[],,
1760,Fri Jun 18 20:24:26 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,,,QueenoftheBB,1926,2442,False,,[],"Halifax, Nova Scotia"
1761,Fri Jun 18 20:24:28 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,,,Gold_Dana,717,1460,,,"[{'screen_name': 'PandemicPreg', 'name': 'Pandemic Pregnancy Guide (PPG)', 'id': 1246113459227500544, 'id_str': '1246113459227500544', 'indices': [140, 153]}]","Toronto, Ontario"
1762,Fri Jun 18 20:24:32 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,57.0,12.0,JustTumoMaqala,2255,2489,,,,Bloemfontein
1763,Fri Jun 18 20:24:39 +0000 2021,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",,0.0,0.0,en,,,News_Centric1,12,5,False,,,Nigeria
1764,Fri Jun 18 20:24:39 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,810.0,269.0,Gmaontherun,138,371,,"[{'text': 'WeCanDoThis', 'indices': [27, 39]}, {'text': 'COVID19', 'indices': [104, 112]}]",,"Ohio, USA"
